ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,,Traffic_Level,Distance (km),TARGET
D373,KNPRES16DEL03,36,4.4,26.482581,80.315628,26.572581,80.405628,Meal ,motorcycle ,25.24,43,0,clear sky,,High,17.86,43.06666667
BFBE,AURGRES04DEL03,23,4.7,19.876106,75.340775,19.936106,75.400775,Drinks ,motorcycle ,21.71,60,0,haze,,High,13.66,44.28333333
AF55,RANCHIRES05DEL03,34,4.8,23.355164,85.324097,23.415164,85.384097,Meal ,scooter ,20.17,83,0,mist,,High,11.5,34.68333333
2708,VADRES17DEL03,38,4.8,0,0,0.06,0.06,Drinks ,scooter ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
9560,PUNERES19DEL01,33,5,18.563934,73.915367,18.673935,74.025367,Meal ,scooter ,22.93,48,0,clear sky,,Very High,25.16,59.03333333
5636,MUMRES13DEL02,31,3.9,19.178321,72.834715,19.308321,72.964715,Buffet ,scooter ,28.04,53,0,clear sky,,Very High,42.6,103.5
6DF1,INDORES07DEL02,26,4.6,22.722634,75.886959,22.742634,75.906959,Snack ,motorcycle ,22.06,60,0,haze,,Low,4.17,21.28333333
E32,COIMBRES09DEL02,27,4.6,11.008638,76.984311,11.138638,77.114311,Buffet ,scooter ,26.17,73,0,haze,,Very High,24.97,50.83333333
2478,COIMBRES19DEL02,32,4.5,11.022298,76.998349,11.152298,77.128349,Buffet ,scooter ,26.25,73,0,haze,,High,31.46,47.88333333
139E,BANGRES13DEL01,29,4.6,12.935662,77.61413,12.975662,77.65413,Drinks ,motorcycle ,23.17,72,0,haze,,Moderate,8.96,34.83333333
4174,MYSRES15DEL02,28,4.1,12.352058,76.60665,12.372058,76.62665,Meal ,motorcycle ,20.17,67,0,clear sky,,Low,5.42,12.61666667
BF49,ALHRES12DEL03,29,4.6,25.443994,81.860187,25.533994,81.950187,Snack ,motorcycle ,24.62,45,0,clear sky,,High,22.66,43.63333333
5802,COIMBRES13DEL02,30,3.6,11.003669,76.976494,11.083669,77.056494,Meal ,motorcycle ,25.97,73,0,haze,,High,N/A,32.73333333
B084,PUNERES14DEL01,36,3.7,18.516216,73.842527,18.586216,73.912527,Meal ,scooter ,22.49,50,0,clear sky,,Moderate,13.11,29.9
802,MUMRES18DEL03,37,4.6,19.1093,72.825451,19.1993,72.915451,Meal ,motorcycle ,26.96,57,0,smoke,,Very High,N/A,70.33333333
CD5D,ALHRES05DEL02,24,4.9,25.457687,81.835585,25.537687,81.915585,Meal ,motorcycle ,24.76,45,0,clear sky,,Moderate,14.61,29.43333333
93AD,MYSRES18DEL03,24,4.8,12.337928,76.617889,12.397928,76.677889,Buffet ,electric_scooter ,20.29,68,0,clear sky,,Moderate,12.91,25.35
C0AD,KOLRES010DEL03,20,4.6,-22.538999,88.322337,22.598999,88.382337,Snack ,motorcycle ,27.99,65,0,haze,,N/A,N/A,#VALUE!
9384,HYDRES15DEL01,37,4.6,17.45971,78.368855,17.52971,78.438855,Meal ,motorcycle ,22.69,60,0,haze,,High,15.71,38.73333333
7D79,PUNERES19DEL02,24,4.8,18.563934,73.915367,18.643935,73.995367,Snack ,motorcycle ,22.96,49,0,clear sky,,Very High,23.05,59.63333333
69D0,SURRES06DEL03,38,4.7,21.185047,72.80859,21.245047,72.86859,Drinks ,scooter ,24.94,73,0,mist,,Moderate,13.02,39.68333333
3D44,VADRES010DEL01,36,4.6,22.310329,73.169083,22.420329,73.279083,Drinks ,motorcycle ,23.92,64,0,haze,,High,20.91,49.25
4616,JAPRES08DEL02,36,3.7,26.910262,75.783013,26.990262,75.863013,Drinks ,scooter ,23.8,46,0,haze,,High,17.93,45.66666667
7E2A,COIMBRES14DEL01,39,4.3,11.003681,76.975525,11.013681,76.985525,Buffet ,motorcycle ,25.93,73,0,haze,,Very Low,2.26,10.58333333
3DC5,CHENRES18DEL01,22,4.8,12.981615,80.231598,12.991615,80.241598,Meal ,motorcycle ,28.53,81,0,mist,,Very Low,2.61,12.36666667
CBAB,BHPRES11DEL01,20,5,23.233219,77.433571,23.343219,77.543571,Meal ,motorcycle ,21.39,45,0,clear sky,,Very High,30.83,50.68333333
48B6,RANCHIRES15DEL01,39,5,23.369746,85.33982,23.409746,85.37982,Snack ,motorcycle ,20.09,83,0,mist,,Moderate,8.81,29.78333333
963C,VADRES20DEL03,38,4.8,22.311358,73.164798,22.341358,73.194798,Buffet ,scooter ,23.99,64,0,haze,,Low,6.62,15.58333333
AA12,HYDRES19DEL01,32,4.9,17.458998,78.500366,17.528998,78.570366,Drinks ,scooter ,22.65,60,0,haze,,High,14.28,48.13333333
38DB,CHENRES04DEL02,34,4.5,13.02978,80.208812,13.10978,80.288812,Meal ,scooter ,28.23,82,0,mist,,High,18.99,40.76666667
5D16,VADRES14DEL02,34,5,22.311603,73.165012,22.331603,73.185012,Drinks ,motorcycle ,23.98,64,0,haze,,Low,5.53,22.41666667
4FE0,JAPRES20DEL03,26,4.5,26.956431,75.776649,27.096431,75.916649,Snack ,scooter ,23.07,31,0,clear sky,,Very High,34.12,66.46666667
608,RANCHIRES20DEL01,29,4.6,23.39925,85.390464,23.43925,85.430464,Drinks ,motorcycle ,20.21,83,0,mist,,Low,6.44,23.63333333
4423,INDORES06DEL01,29,4.6,22.728163,75.884212,22.768163,75.924212,Drinks ,motorcycle ,22.1,60,0,haze,,Moderate,8.77,34.38333333
BFD7,KOCRES18DEL03,21,4.6,9.957144,76.296783,10.017144,76.356783,Meal ,scooter ,24.8,86,0,few clouds,,Moderate,13.57,30.13333333
B47,MYSRES01DEL03,37,4,12.311072,76.654878,12.371072,76.714878,Meal ,motorcycle ,20.17,68,0,clear sky,,High,15.76,39.91666667
A62D,VADRES06DEL01,24,4.9,22.31279,73.170283,22.38279,73.240283,Meal ,motorcycle ,23.99,64,0,haze,,Moderate,13.05,31.31666667
2B02,INDORES15DEL02,29,4.8,22.760072,75.892574,22.890072,76.022574,Meal ,scooter ,22.2,45,0,clear sky,,Very High,26.3,49.63333333
52C,PUNERES14DEL02,29,4.6,18.516216,73.842527,18.646216,73.972527,Drinks ,motorcycle ,22.83,49,0,clear sky,,Very High,24.84,72.2
A96E,VADRES20DEL01,30,5,22.311358,73.164798,22.421358,73.274798,Drinks ,motorcycle ,23.93,64,0,haze,,High,19.95,45.35
6DED,MUMRES19DEL01,25,4.4,19.131141,72.813074,19.14114,72.823074,Snack ,motorcycle ,27.99,57,0,smoke,,Low,3.46,22.76666667
DD2B,BHPRES04DEL01,30,3.5,23.184992,77.417227,23.254992,77.487227,Meal ,motorcycle ,21.54,44,0,clear sky,,High,14.05,32.35
CF4C,KNPRES17DEL01,25,4.8,26.483042,80.317833,26.523042,80.357833,Snack ,motorcycle ,25.24,43,0,clear sky,,Moderate,10.05,26.98333333
912D,BANGRES09DEL02,29,4.6,12.934179,77.615797,13.014179,77.695797,Drinks ,scooter ,22.86,73,0,haze,,High,15.99,53.81666667
A6AC,PUNERES14DEL01,36,4.7,18.516216,73.842527,18.556216,73.882527,Buffet ,scooter ,22.63,50,0,clear sky,,Moderate,7.91,24.21666667
CEA7,AGRRES17DEL02,25,5,27.157772,78.04725,27.207772,78.09725,Snack ,electric_scooter ,25.43,38,0,clear sky,,High,20.09,35
68D7,PUNERES19DEL02,21,4.3,18.563934,73.915367,18.583935,73.935367,Buffet ,motorcycle ,22.49,50,0,clear sky,,Moderate,7.07,23.83333333
BB28,MYSRES16DEL01,35,4.9,12.316967,76.603067,12.426967,76.713067,Snack ,electric_scooter ,20.15,68,0,clear sky,,High,23.19,37.68333333
9582,CHENRES010DEL01,36,4.7,13.066762,80.251865,13.176762,80.361865,Meal ,scooter ,28.28,86,0.64,light rain,,Very High,27.07,#N/A
2906,JAPRES13DEL03,21,5,26.846156,75.8023,26.876156,75.8323,Snack ,motorcycle ,22.91,46,0,haze,,Low,6.04,17.48333333
46CA,VADRES05DEL01,21,4.8,22.310526,73.170937,22.350526,73.210937,Drinks ,motorcycle ,24,64,0,haze,,Low,9.99,29.53333333
899A,HYDRES01DEL01,21,4.6,17.410371,78.437225,17.520371,78.547225,Meal ,motorcycle ,22.75,60,0,haze,,Very High,22.65,50.26666667
A6D8,MUMRES02DEL03,30,4.6,19.221315,72.862381,19.311315,72.952381,Buffet ,motorcycle ,28.05,54,0,clear sky,,Very High,32.34,79.8
299F,MYSRES07DEL01,21,4.6,12.325461,76.632278,12.395461,76.702278,Buffet ,motorcycle ,20.29,68,0,clear sky,,High,17.68,39.08333333
3737,MUMRES11DEL02,29,4.8,18.994237,72.825553,19.074237,72.905553,Meal ,motorcycle ,28,57,0,smoke,,High,15.93,41.65
D95,MYSRES17DEL01,36,4.5,12.326356,76.619103,12.396356,76.689103,Buffet ,scooter ,20.29,68,0,clear sky,,High,17.34,36.18333333
A8AA,CHENRES11DEL01,35,4,13.064181,80.236442,13.104181,80.276442,Buffet ,motorcycle ,28.25,82,0.13,mist,,Moderate,9.25,30.63333333
C32A,ALHRES12DEL01,38,4.8,25.443994,81.860187,25.483994,81.900187,Snack ,scooter ,25.02,44,0,clear sky,,High,14.78,35.41666667
247A,BANGRES15DEL02,27,4.6,12.975377,77.696664,13.105377,77.826664,Drinks ,electric_scooter ,22.07,73,0,haze,,Very High,27.12,57.03333333
AF9C,JAPRES010DEL01,22,4.7,26.921411,75.793604,26.961411,75.833604,Buffet ,motorcycle ,22.62,46,0,haze,,High,14.98,40.88333333
16BD,MUMRES17DEL01,29,4.6,19.121999,72.908493,19.191999,72.978493,Meal ,motorcycle ,28,57,0,smoke,,High,15.53,40.23333333
794C,CHENRES010DEL02,25,4.7,13.066762,80.251865,13.196762,80.381865,Buffet ,motorcycle ,28.44,77,0.82,light rain,,Very High,30.14,#N/A
B224,PUNERES08DEL01,20,4.7,18.53408,73.89852,18.60408,73.96852,Snack ,motorcycle ,22.61,49,0,clear sky,,High,16.83,44.93333333
2760,INDORES19DEL01,29,4,22.745536,75.893106,22.855536,76.003106,Buffet ,scooter ,22.29,45,0,clear sky,,High,26.6,47.16666667
3A52,MYSRES17DEL03,26,4.8,12.326356,76.619103,12.386356,76.679103,Drinks ,motorcycle ,20.28,68,0,clear sky,,High,16.35,41.78333333
A08E,MUMRES07DEL01,20,4.9,19.091458,72.827808,19.101458,72.837808,Drinks ,motorcycle ,28.03,57,0,smoke,,Low,3.78,29.56666667
98AE,VADRES20DEL03,30,4.6,22.311358,73.164798,22.401358,73.254798,Buffet ,scooter ,23.97,64,0,haze,,Moderate,17.83,32.25
98C8,HYDRES11DEL02,20,4.9,17.430448,78.418213,17.450448,78.438213,Meal ,motorcycle ,22.9,60,0,haze,,Low,4.85,16.41666667
BB75,SURRES19DEL02,26,4.7,21.149669,72.772629,21.279669,72.902629,Snack ,motorcycle ,24.91,40,0,clear sky,,Very High,34.22,50.58333333
5141,CHENRES08DEL01,39,4.1,13.022394,80.242439,13.062394,80.282439,Snack ,motorcycle ,28.48,82,0.36,mist,,Low,8.25,25.23333333
DD54,BHPRES04DEL03,24,4.9,23.184992,77.417227,23.214992,77.447227,Drinks ,motorcycle ,21.58,44,0,clear sky,,Low,6.48,26.45
D841,DEHRES16DEL02,39,4.8,30.342509,78.061187,30.362509,78.081187,Drinks ,motorcycle ,17.27,76,0,clear sky,,Very Low,4.1,18.78333333
38D9,HYDRES16DEL01,30,4.6,17.440827,78.393391,17.450827,78.403391,Drinks ,motorcycle ,22.82,60,0,haze,,Very Low,2.5,19.66666667
C9A6,KOLRES12DEL02,29,4.9,22.551084,88.354127,22.631084,88.434127,Snack ,motorcycle ,28,65,0,haze,,High,15.2,36.35
13FB,SURRES02DEL01,20,4.9,21.186608,72.794136,21.196608,72.804136,Buffet ,scooter ,24.95,73,0,mist,,Very Low,2.23,12.2
1B8B,BANGRES01DEL01,25,5,12.933284,77.615428,13.003284,77.685428,Meal ,motorcycle ,22.89,73,0,haze,,High,14.6,40.78333333
662E,COIMBRES06DEL02,33,4.6,11.021278,76.995017,11.151278,77.125017,Snack ,motorcycle ,26.25,73,0,haze,,Very High,32.94,53.35
8638,JAPRES01DEL01,30,4.9,26.90519,75.810753,26.97519,75.880753,Snack ,scooter ,23.97,46,0,haze,,High,13.54,37
47BF,JAPRES19DEL01,28,4.8,26.913726,75.75282,26.983726,75.82282,Snack ,scooter ,22.84,46,0,haze,,Very High,23.35,56
3356,JAPRES06DEL01,27,4,26.911927,75.797282,26.981927,75.867282,Drinks ,scooter ,23.9,46,0,haze,,High,13.96,41.66666667
6764,COIMBRES08DEL01,36,4.1,11.001852,76.976268,11.111852,77.086268,Buffet ,scooter ,26.12,73,0,haze,,High,20.42,46.61666667
E124,AURGRES01DEL02,24,4.6,19.876219,75.346017,19.956219,75.426017,Meal ,motorcycle ,21.35,60,0,haze,,High,16.53,46.63333333
3.10E+07,HYDRES01DEL02,29,4.5,17.410371,78.437225,17.460371,78.487225,Snack ,motorcycle ,22.99,60,0,haze,,Moderate,11.49,32.58333333
9712,RANCHIRES08DEL01,38,4.5,23.353783,85.326967,23.423783,85.396967,Buffet ,motorcycle ,20.26,83,0,mist,,High,16.38,40.93333333
A044,MYSRES03DEL03,22,4.6,12.299524,76.64262,12.329524,76.67262,Drinks ,motorcycle ,20,68,0,clear sky,,Low,6.61,27.36666667
5130,COIMBRES09DEL02,38,5,11.008638,76.984311,11.138638,77.114311,Drinks ,scooter ,26.17,73,0,haze,,Very High,24.97,57.73333333
9C0F,BANGRES19DEL03,23,4.8,12.914264,77.6784,12.974264,77.7384,Drinks ,motorcycle ,23.27,73,0,haze,,High,16.86,47.13333333
4A6A,HYDRES03DEL01,31,4.8,17.422819,78.449578,17.492819,78.519578,Buffet ,motorcycle ,22.75,60,0,haze,,High,15.78,36.35
7570,BANGRES15DEL03,30,4.6,12.975377,77.696664,13.005377,77.726664,Meal ,scooter ,22.98,73,0,haze,,Moderate,10.31,26.61666667
4188,JAPRES11DEL03,23,4.7,26.90294,75.793007,26.99294,75.883007,Meal ,motorcycle ,23.96,30,0,clear sky,,High,16.67,38.03333333
237E,PUNERES010DEL03,30,4.9,18.539299,73.897902,18.629299,73.987902,Snack ,scooter ,22.89,49,0,clear sky,,Very High,20.74,58.61666667
C870,BHPRES03DEL02,35,4.6,23.214294,77.435361,23.264294,77.485361,Drinks ,motorcycle ,21.54,44,0,clear sky,,High,12.11,40.83333333
55F0,RANCHIRES02DEL01,30,4.7,0,0,0.07,0.07,Drinks ,motorcycle ,26.36,82,0.28,light rain,,N/A,N/A,#N/A
3976,RANCHIRES010DEL01,28,4.8,23.354422,85.3329,23.464422,85.4429,Meal ,motorcycle ,20.3,63,0,scattered clouds,,High,17.44,34.8
6F3F,INDORES17DEL01,38,3.9,22.761226,75.887522,22.831226,75.957521,Buffet ,scooter ,22.18,45,0,clear sky,,High,16.92,39.76666667
3396,MUMRES06DEL02,29,4.6,19.055831,72.833984,19.135831,72.913984,Drinks ,motorcycle ,27.66,57,0,smoke,,High,21.38,58.06666667
886B,COIMBRES13DEL03,28,4.7,11.003669,76.976494,11.033669,77.006494,Buffet ,motorcycle ,25.9,73,0,haze,,Low,6.4,19.61666667
154D,RANCHIRES06DEL02,33,4,23.357804,85.325146,23.377804,85.345146,Meal ,motorcycle ,20.08,83,0,mist,,Low,3.94,20.13333333
A70A,JAPRES13DEL02,34,4.8,26.846156,75.8023,26.896156,75.8523,Drinks ,electric_scooter ,23.4,46,0,haze,,Moderate,10.08,31.53333333
BB33,JAPRES13DEL01,38,5,26.846156,75.8023,26.916156,75.8723,Snack ,motorcycle ,23.77,46,0,haze,,Moderate,13.58,32.91666667
C463,KOLRES09DEL01,36,4.9,22.515082,88.36783,22.525082,88.37783,Meal ,electric_scooter ,27.99,65,0,haze,,Low,2.85,13.95
DB14,BHPRES14DEL01,28,4.8,0,0,0.01,0.01,Snack ,scooter ,26.32,83,0.31,light rain,,N/A,N/A,#N/A
91FE,BANGRES04DEL02,21,4.8,12.98041,77.640489,13.03041,77.690489,Snack ,motorcycle ,22.62,73,0,haze,,High,12.77,37.13333333
203F,MUMRES05DEL01,34,4.6,18.927584,72.832585,18.997584,72.902585,Buffet ,motorcycle ,28.05,57,0,smoke,,High,18.66,45.65
D909,KOCRES03DEL01,25,4.8,10.020683,76.310631,10.030683,76.320631,Snack ,scooter ,25.24,84,0,few clouds,,Very Low,1.98,11.55
4.50E+03,PUNERES16DEL02,34,4.7,18.536718,73.830327,18.586718,73.880327,Drinks ,scooter ,22.45,50,0,clear sky,,Moderate,11.89,38.26666667
D436,ALHRES20DEL02,34,4.1,25.454697,81.834492,25.504697,81.884492,Meal ,motorcycle ,25.05,44,0,clear sky,,Moderate,7.57,23.23333333
A69E,BANGRES16DEL03,29,4.8,13.029198,77.570997,13.059198,77.600997,Snack ,motorcycle ,22.37,73,0,haze,,Low,7.03,23.58333333
6DC4,PUNERES01DEL01,22,4.3,18.569156,73.774723,18.579156,73.784723,Snack ,motorcycle ,22.04,52,0,clear sky,,Low,4.47,18.01666667
6FDC,CHENRES17DEL02,25,4.6,13.045479,80.23311,13.095479,80.28311,Meal ,electric_scooter ,28.25,82,0.13,mist,,Moderate,9.4,26.81666667
71C,JAPRES09DEL03,29,4.6,26.911378,75.789034,27.001378,75.879034,Snack ,motorcycle ,23.94,30,0,clear sky,,High,18.56,43.83333333
C965,KOCRES12DEL01,35,3.6,9.988483,76.295211,10.098483,76.405211,Drinks ,scooter ,24.12,91,0,scattered clouds,,Very High,24.16,62.26666667
D23C,KOCRES08DEL02,35,4.5,9.985497,76.276999,10.115497,76.406999,Meal ,motorcycle ,24.12,91,0,scattered clouds,,Very High,31.48,52.53333333
6CD3,COIMBRES20DEL03,30,3.5,10.994136,76.963303,11.084136,77.053303,Meal ,scooter ,25.97,73,0,haze,,High,17.5,38.9
6FDB,PUNERES03DEL02,35,4.8,18.554382,73.798206,18.684382,73.928206,Drinks ,scooter ,22.5,50,0,clear sky,,Very High,29.83,76.38333333
9A43,JAPRES15DEL02,21,4.5,26.891191,75.802083,26.941191,75.852083,Snack ,motorcycle ,23.25,46,0,haze,,Moderate,10.51,30.53333333
A36B,RANCHIRES18DEL03,36,4.7,23.351489,85.324253,23.441489,85.414253,Buffet ,scooter ,20.12,83,0,mist,,Moderate,16.28,34.05
9706,MYSRES14DEL02,20,5,0,0,0.02,0.02,Drinks ,scooter ,26.32,83,0.31,light rain,,N/A,N/A,#N/A
2C90,SURRES010DEL02,33,4.8,21.17106,72.789292,21.22106,72.839292,Snack ,motorcycle ,24.92,73,0,mist,,Low,9.13,27.4
F45,BANGRES12DEL01,22,4.7,12.939496,77.625999,12.949496,77.635999,Meal ,motorcycle ,23.31,71,0,haze,,Very Low,2.41,10.38333333
1842,MYSRES06DEL02,29,4.7,12.323994,76.626167,12.373994,76.676167,Meal ,motorcycle ,20.28,68,0,clear sky,,High,17.7,38.53333333
BBA7,CHENRES06DEL03,30,4.6,13.054347,80.257221,13.084347,80.287221,Meal ,motorcycle ,28.33,81,0,mist,,Low,7.31,20.73333333
493F,MYSRES18DEL01,27,4.7,12.337928,76.617889,12.407928,76.687889,Drinks ,motorcycle ,20.29,68,0,clear sky,,Moderate,14.28,31.03333333
3918,COIMBRES01DEL02,37,3.7,11.016298,76.972076,11.146298,77.102076,Snack ,scooter ,26.24,73,0,haze,,Very High,24.84,55.45
7AB6,VADRES05DEL03,22,4.7,22.310526,73.170937,22.370526,73.230937,Drinks ,electric_scooter ,24.01,64,0,haze,,Moderate,13.47,37.85
DB66,AURGRES05DEL02,27,4.6,19.875522,75.367127,19.925522,75.417127,Meal ,scooter ,21.74,60,0,haze,,Moderate,10.49,27.96666667
CE2E,BHPRES09DEL02,35,4.6,0,0,0.05,0.05,Snack ,motorcycle ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
89EC,COIMBRES14DEL02,30,4.6,11.003681,76.975525,11.083681,77.055525,Meal ,scooter ,25.97,73,0,haze,,High,15.83,35.15
C0E8,LUDHRES20DEL03,29,4.7,-30.885915,75.788259,30.945915,75.848259,Snack ,motorcycle ,23.18,40,0,clear sky,,N/A,N/A,#VALUE!
3315,RANCHIRES05DEL01,38,4.1,23.355164,85.324097,23.465164,85.434097,Snack ,motorcycle ,20.29,63,0,scattered clouds,,High,18.86,40.35
8A0C,MUMRES06DEL01,20,5,19.055831,72.833984,19.065831,72.843984,Snack ,motorcycle ,28.02,57,0,smoke,,Low,3.66,24.55
79D3,HYDRES010DEL01,27,4.9,17.428294,78.404423,17.438294,78.414423,Meal ,motorcycle ,22.64,60,0,haze,,Very Low,2.62,10.91666667
CD1E,KOCRES010DEL01,38,4.9,10.035573,76.336958,10.045573,76.346958,Snack ,scooter ,26.97,89,0,mist,,Very Low,2.07,15.76666667
C5BD,LUDHRES15DEL01,20,4.5,30.899584,75.809346,30.909584,75.819346,Snack ,scooter ,23.36,40,0,clear sky,,Low,5.26,15.38333333
A5BA,MYSRES09DEL02,24,4.9,12.323194,76.630583,12.453194,76.760583,Buffet ,motorcycle ,19.8,68,0,clear sky,,High,26.25,42.41666667
374E,MYSRES08DEL01,31,5,12.297954,76.665169,12.307954,76.675169,Meal ,motorcycle ,19.92,68,0,clear sky,,Very Low,3.09,6.766666667
5A7E,CHENRES20DEL03,36,4.1,12.975996,80.221898,13.065996,80.311898,Drinks ,scooter ,28.44,82,0,mist,,High,20.82,50.68333333
6864,MUMRES18DEL02,32,5,19.1093,72.825451,19.1893,72.905451,Drinks ,motorcycle ,26.5,57,0,smoke,,Very High,24.71,77.85
3016,COIMBRES06DEL01,27,4.6,11.021278,76.995017,11.131278,77.105017,Meal ,motorcycle ,26.2,73,0,haze,,High,21.79,43.16666667
73AD,JAPRES02DEL03,36,4.4,26.914142,75.805704,27.054142,75.945704,Snack ,scooter ,23.93,32,0,clear sky,,Very High,27.74,56.23333333
290B,PUNERES03DEL03,23,4.8,18.554382,73.798206,18.644382,73.888206,Snack ,motorcycle ,22.44,50,0,clear sky,,Very High,21.42,54.08333333
6.00E+10,BANGRES09DEL01,25,4.7,12.934179,77.615797,12.944179,77.625797,Drinks ,motorcycle ,23.36,71,0,haze,,Very Low,2.13,20.7
D4C0,DEHRES13DEL03,37,4.4,30.366322,78.070453,30.456322,78.160453,Buffet ,scooter ,11.01,86,0,clear sky,,Very High,29.71,74.98333333
25A1,PUNERES02DEL01,31,4.8,18.55144,73.804855,18.59144,73.844855,Drinks ,electric_scooter ,22.41,51,0,clear sky,,Moderate,8.72,33.31666667
D65E,DEHRES12DEL02,32,4,0,0,0.08,0.08,Buffet ,motorcycle ,26.37,82,0.27,light rain,,N/A,N/A,#N/A
77A9,VADRES11DEL02,20,3.2,22.308096,73.167753,22.388096,73.247753,Snack ,scooter ,23.99,64,0,haze,,High,16.42,36.85
6937,RANCHIRES03DEL03,20,4.9,0,0,0.09,0.09,Drinks ,motorcycle ,26.39,82,0.27,light rain,,N/A,N/A,#N/A
4B06,SURRES17DEL02,21,4.5,21.149569,72.772697,21.279569,72.902697,Buffet ,motorcycle ,24.91,40,0,clear sky,,Very High,34.21,48.48333333
44B3,BANGRES13DEL01,26,4.5,12.935662,77.61413,13.005662,77.68413,Meal ,motorcycle ,22.86,73,0,haze,,High,13.79,32.41666667
9F1F,PUNERES19DEL02,37,3.5,18.563934,73.915367,18.693935,74.045367,Buffet ,scooter ,23.04,48,0,clear sky,,Very High,26.07,58.38333333
D732,DEHRES11DEL02,21,4.5,0,0,0.05,0.05,Meal ,scooter ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
4F49,BANGRES09DEL01,25,4.2,12.934179,77.615797,13.004179,77.685797,Buffet ,scooter ,22.89,73,0,haze,,High,16.29,39.21666667
B558,COIMBRES15DEL01,26,4.8,11.006686,76.951736,11.076686,77.021736,Meal ,electric_scooter ,25.95,73,0,haze,,High,13.62,32.41666667
186B,INDORES13DEL01,22,4.9,22.745049,75.892471,22.855049,76.002471,Meal ,electric_scooter ,22.29,45,0,clear sky,,High,23.69,45.73333333
7C1C,INDORES04DEL01,25,5,22.753659,75.903365,22.823659,75.973365,Meal ,motorcycle ,22.23,45,0,clear sky,,Moderate,14.82,26.56666667
CAA1,DEHRES03DEL03,39,4.7,30.335259,78.053162,30.395259,78.113162,Drinks ,electric_scooter ,15.89,78,0,clear sky,,Moderate,11.05,35.36666667
BDBC,MUMRES17DEL01,26,4.3,19.121999,72.908493,19.131999,72.918493,Snack ,motorcycle ,27.69,57,0,smoke,,Low,2.98,21.38333333
4ECC,INDORES06DEL02,25,4.9,22.728163,75.884212,22.808163,75.964212,Meal ,scooter ,22.2,60,0,haze,,High,16.78,35.51666667
486B,JAPRES17DEL01,27,4.5,26.892312,75.806896,26.962312,75.876896,Buffet ,motorcycle ,23.99,46,0,haze,,Moderate,13.46,33.98333333
C6C4,BHPRES20DEL01,26,4.5,23.235123,77.398886,23.275123,77.438886,Buffet ,motorcycle ,21.78,44,0,clear sky,,Moderate,9.29,27.98333333
1A40,SURRES11DEL03,28,4.7,21.157735,72.768778,21.217735,72.828778,Drinks ,scooter ,24.94,73,0,mist,,Moderate,11.08,37.9
3C2A,BANGRES15DEL03,23,5,12.975377,77.696664,13.035377,77.756664,Meal ,motorcycle ,22.62,73,0,haze,,High,19.97,36.05
A718,SURRES01DEL01,24,4.5,21.186438,72.794115,21.196438,72.804115,Buffet ,motorcycle ,24.95,73,0,mist,,Very Low,2.22,12.4
2C6D,MUMRES17DEL01,32,4.9,19.121999,72.908493,19.191999,72.978493,Buffet ,electric_scooter ,28,57,0,smoke,,High,14.88,41.45
8897,CHENRES06DEL01,23,4.7,13.054347,80.257221,13.064347,80.267221,Drinks ,motorcycle ,28.34,81,0,mist,,Very Low,2.66,20.85
6484,MUMRES19DEL02,24,4.7,19.131141,72.813074,19.151141,72.833074,Snack ,scooter ,28.02,57,0,smoke,,Low,5.02,28.86666667
5.00E+31,MUMRES09DEL03,21,4.5,18.994049,72.825203,19.024049,72.855203,Snack ,scooter ,27.98,57,0,smoke,,Low,7.79,29.55
2C40,CHENRES08DEL03,21,4.9,13.022394,80.242439,13.082394,80.302439,Snack ,scooter ,28.5,82,0.6,mist,,High,12.88,39.03333333
92C0,INDORES17DEL02,33,4.5,22.761226,75.887522,22.841226,75.967522,Buffet ,motorcycle ,22.21,45,0,clear sky,,High,14.61,36.66666667
13F9,HYDRES20DEL02,34,4.8,17.483216,78.552111,17.503216,78.572111,Buffet ,motorcycle ,22.92,60,0,haze,,Low,3.75,15.48333333
6850,INDORES18DEL02,35,4.2,22.753839,75.897429,22.883838,76.027429,Drinks ,scooter ,22.17,45,0,clear sky,,Very High,31.22,57.95
7737,RANCHIRES03DEL01,38,4.5,0,0,0.11,0.11,Snack ,scooter ,26.41,82,0.25,light rain,,N/A,N/A,#N/A
2B7F,PUNERES09DEL02,38,3.8,18.536562,73.896485,18.616562,73.976485,Buffet ,scooter ,22.89,49,0,clear sky,,Very High,21.35,54.03333333
9359,VADRES07DEL03,32,4.7,0,0,0.06,0.06,Buffet ,electric_scooter ,26.35,82,0.29,light rain,,N/A,N/A,#N/A
9589,HYDRES11DEL03,31,4.7,17.430448,78.418213,17.460448,78.448213,Meal ,scooter ,22.95,60,0,haze,,Moderate,8.47,24.15
D2DE,ALHRES13DEL01,21,4.6,25.451646,81.832796,25.521646,81.902796,Snack ,scooter ,25.05,44,0,clear sky,,High,15.63,39.9
DB00,BHPRES01DEL03,32,4.7,23.211529,77.419399,23.241529,77.449399,Meal ,scooter ,21.6,44,0,clear sky,,Low,7.26,17.11666667
